@relation train_data
@attribute GarageType real
@attribute LotShape real
@attribute BsmtQual real
@attribute GarageCars real
@attribute HeatingQC real
@attribute GarageArea real
@attribute OverallQual real
@attribute ExterQual real
@attribute KitchenQual real
@attribute YearBuilt real
@attribute SalePriceCategorical{House_Price_1,House_Price_2,House_Price_3,House_Price_4,House_Price_5}
@data
5,3,4,3,1,513,5,3,3,1916,"House_Price_5"
1,0,2,2,0,529,4,3,2,1954,"House_Price_3"
5,3,4,1,1,228,8,3,2,1925,"House_Price_1"
5,0,4,1,4,352,5,3,2,1950,"House_Price_5"
3,0,2,2,0,552,8,2,3,2009,"House_Price_3"
5,3,2,2,0,576,7,2,2,1936,"House_Price_1"
5,0,4,1,2,360,5,3,3,1965,"House_Price_4"
5,0,4,1,1,240,6,3,3,1934,"House_Price_2"
6,3,2,0,4,0,5,3,3,1978,"House_Price_3"
1,3,2,2,0,398,7,2,2,2004,"House_Price_3"
1,3,4,2,4,526,7,3,3,1970,"House_Price_2"
1,3,4,1,0,312,5,3,2,1942,"House_Price_5"
1,0,2,3,0,866,8,2,2,2006,"House_Price_4"
1,0,2,2,0,506,6,2,2,1993,"House_Price_4"
1,0,2,2,4,528,8,2,2,1985,"House_Price_4"
1,3,2,2,4,534,7,3,3,1977,"House_Price_3"
2,3,2,2,0,525,6,3,3,2005,"House_Price_5"
1,0,0,3,0,908,8,2,2,2006,"House_Price_5"
1,3,2,2,0,499,8,2,0,2000,"House_Price_2"
5,3,4,2,4,624,5,3,3,1963,"House_Price_4"
1,3,2,2,0,508,6,3,2,1997,"House_Price_5"
3,3,2,3,0,694,9,0,0,2006,"House_Price_5"
1,3,0,3,0,826,8,2,2,2007,"House_Price_1"
5,3,1,2,4,672,4,3,3,1937,"House_Price_5"
1,0,0,3,0,772,9,2,2,2004,"House_Price_5"
1,0,0,3,0,874,9,2,0,2003,"House_Price_3"
1,3,4,1,0,164,7,2,0,1915,"House_Price_3"
1,3,0,2,0,402,6,3,3,1998,"House_Price_2"
5,0,4,1,2,264,5,3,2,1962,"House_Price_3"
1,3,4,1,2,264,5,2,2,1950,"House_Price_3"
1,3,4,2,4,515,5,3,3,1965,"House_Price_3"
1,0,2,2,2,487,5,3,3,1971,"House_Price_3"
1,3,4,2,4,520,5,3,3,1900,"House_Price_1"
1,3,2,1,4,286,4,3,2,1970,"House_Price_1"
3,3,2,1,4,336,5,3,3,1976,"House_Price_2"
1,3,4,1,4,240,6,3,1,1941,"House_Price_3"
1,0,2,2,2,429,6,2,3,2006,"House_Price_3"
5,3,4,1,4,308,5,3,3,1960,"House_Price_1"
1,3,1,1,2,273,5,3,3,1938,"House_Price_1"
6,3,4,0,4,0,4,3,3,1920,"House_Price_5"
1,0,2,2,0,546,8,2,2,1992,"House_Price_4"
5,3,4,1,0,240,7,3,3,1925,"House_Price_2"
1,3,4,1,0,288,5,3,2,1967,"House_Price_1"
1,0,4,1,1,297,5,3,3,1958,"House_Price_1"
5,3,4,1,4,264,6,3,3,1973,"House_Price_4"
1,3,2,2,2,603,7,2,2,2005,"House_Price_2"
5,3,4,2,0,461,5,3,3,1965,"House_Price_5"
1,0,4,2,4,484,7,3,3,1959,"House_Price_3"
1,3,4,2,4,440,6,3,3,1974,"House_Price_2"
5,3,4,2,2,400,5,3,3,1952,"House_Price_4"
1,0,2,2,0,471,8,2,2,1993,"House_Price_4"
1,0,2,2,0,676,6,2,2,2009,"House_Price_3"
5,3,4,2,0,360,7,3,2,1928,"House_Price_2"
1,3,4,1,0,270,5,3,3,1959,"House_Price_3"
4,3,4,1,0,288,5,2,3,1951,"House_Price_4"
1,0,2,2,0,474,7,2,2,2005,"House_Price_2"
5,3,4,2,4,624,5,3,3,1958,"House_Price_2"
1,3,4,2,4,484,6,3,3,1983,"House_Price_1"
5,3,4,1,1,200,5,3,3,1926,"House_Price_5"
1,3,0,3,0,900,10,0,0,2009,"House_Price_3"
1,0,4,2,4,583,6,3,3,1972,"House_Price_5"
1,0,2,3,0,889,7,2,2,1996,"House_Price_4"
1,0,2,2,0,546,6,3,3,1998,"House_Price_5"
5,3,2,1,0,282,7,2,2,1926,"House_Price_1"
6,3,3,0,4,0,4,3,3,1900,"House_Price_3"
1,0,4,1,0,336,6,3,3,1957,"House_Price_3"
5,3,4,2,0,420,6,3,3,1947,"House_Price_4"
3,0,0,3,0,884,10,0,0,2007,"House_Price_5"
1,0,2,3,0,834,7,2,2,1996,"House_Price_3"
1,3,2,2,0,453,7,2,2,2005,"House_Price_2"
1,3,2,1,4,252,5,3,3,1956,"House_Price_5"
1,0,0,3,0,858,9,0,0,2008,"House_Price_1"
6,0,4,0,0,0,4,3,3,1920,"House_Price_3"
1,3,2,2,0,600,6,2,2,1988,"House_Price_1"
5,0,1,2,0,502,6,3,3,1920,"House_Price_1"
5,3,3,1,0,392,5,3,3,1955,"House_Price_3"
6,3,3,0,1,0,1,1,1,1946,"House_Price_1"
1,0,0,2,0,403,8,2,2,2004,"House_Price_4"
6,3,2,0,4,0,5,3,3,1910,"House_Price_1"
1,0,2,2,0,527,7,3,2,1998,"House_Price_3"
5,0,4,2,4,576,4,3,3,1972,"House_Price_5"
1,0,4,1,4,336,5,3,3,1968,"House_Price_5"
1,3,2,2,0,670,8,2,2,2001,"House_Price_5"
1,3,0,3,0,765,9,0,0,2006,"House_Price_4"
3,3,2,3,0,648,8,2,2,2000,"House_Price_2"
1,3,0,2,0,583,7,2,2,1998,"House_Price_4"
1,3,2,1,0,367,7,3,3,1998,"House_Price_4"
1,0,2,2,0,426,7,2,2,2006,"House_Price_4"
1,0,2,3,2,786,7,2,2,1988,"House_Price_2"
5,0,2,2,0,440,6,3,3,1923,"House_Price_2"
5,3,2,2,0,624,5,3,3,1970,"House_Price_5"
5,0,4,2,4,720,5,3,3,1955,"House_Price_2"
3,3,2,2,0,615,7,2,2,2003,"House_Price_1"
1,3,2,2,4,440,6,3,3,1977,"House_Price_5"
1,3,4,1,2,288,5,3,3,1957,"House_Price_1"
1,0,0,3,0,908,8,2,2,2006,"House_Price_5"
5,3,3,2,0,520,4,3,2,1949,"House_Price_1"
3,3,2,3,0,871,7,2,2,2003,"House_Price_2"
5,3,4,1,4,280,5,3,3,1922,"House_Price_1"
1,0,4,1,4,299,5,3,3,1957,"House_Price_3"
4,3,4,1,2,570,4,3,3,1920,"House_Price_5"
1,1,2,2,0,406,7,3,3,1996,"House_Price_1"
1,3,2,2,0,420,7,2,2,2003,"House_Price_3"
5,0,2,2,4,528,5,3,3,1957,"House_Price_1"
1,3,2,2,2,418,5,3,3,1974,"House_Price_4"
6,3,4,0,0,0,5,3,3,1940,"House_Price_5"
5,3,2,2,0,396,6,3,3,1918,"House_Price_2"
1,0,2,2,0,590,7,2,2,1992,"House_Price_5"
5,3,2,1,4,216,6,3,1,1915,"House_Price_4"
3,0,2,3,0,656,9,2,0,2005,"House_Price_5"
1,0,2,2,0,532,7,2,2,2004,"House_Price_2"
3,0,2,2,0,612,8,2,2,1983,"House_Price_2"
5,0,2,2,4,600,5,3,3,1979,"House_Price_1"
5,0,4,2,4,576,5,3,3,1965,"House_Price_4"
1,3,4,1,0,288,6,3,2,1959,"House_Price_3"
1,0,0,2,2,650,7,3,2,2009,"House_Price_2"
3,0,2,2,0,400,7,3,3,2000,"House_Price_1"
3,3,4,1,4,288,5,3,3,1971,"House_Price_2"
5,3,4,1,4,336,5,3,3,1947,"House_Price_3"
5,3,4,1,2,216,7,3,3,1928,"House_Price_2"
1,0,4,2,0,564,5,3,3,1966,"House_Price_2"
5,3,2,2,0,540,7,2,2,2007,"House_Price_4"
1,3,4,1,0,352,5,3,3,1954,"House_Price_5"
1,0,4,2,0,572,6,3,2,1960,"House_Price_1"
1,3,0,3,0,1390,8,0,0,2008,"House_Price_5"
6,3,2,0,4,0,6,3,3,1990,"House_Price_2"
5,3,4,2,2,880,10,0,2,1893,"House_Price_5"
5,3,4,1,0,240,4,3,2,1935,"House_Price_2"
1,3,0,3,0,880,8,2,2,2005,"House_Price_2"
5,3,4,1,0,275,6,3,1,1918,"House_Price_2"
5,0,4,2,4,528,5,3,3,1982,"House_Price_1"
1,0,4,1,0,452,5,3,0,1968,"House_Price_4"
5,3,4,1,4,308,5,3,3,1930,"House_Price_5"
1,3,2,2,0,520,7,2,2,2004,"House_Price_2"
3,0,0,3,0,842,10,0,0,2008,"House_Price_2"
5,3,4,2,0,816,5,3,3,1982,"House_Price_1"
1,3,2,2,0,420,6,2,2,2003,"House_Price_5"
5,0,2,1,4,280,5,3,3,1975,"House_Price_1"
1,0,2,3,0,758,8,2,2,2005,"House_Price_4"
5,3,4,1,0,216,6,3,3,1910,"House_Price_4"
1,3,0,3,0,648,7,2,2,2006,"House_Price_3"
1,3,2,2,0,621,5,3,2,1977,"House_Price_5"
1,3,2,2,4,452,6,3,3,1980,"House_Price_2"
3,3,2,2,0,736,8,2,0,2005,"House_Price_4"
5,3,4,1,4,544,6,3,2,1937,"House_Price_3"
1,0,2,2,0,506,8,2,2,1992,"House_Price_4"
5,3,2,2,0,480,7,2,2,2004,"House_Price_4"
1,0,2,2,0,530,7,2,2,2002,"House_Price_3"
1,3,4,2,4,486,7,3,3,1965,"House_Price_4"
5,1,2,2,2,576,5,3,2,1996,"House_Price_5"
1,3,4,1,0,230,5,3,0,1948,"House_Price_1"
2,3,2,2,4,380,8,3,3,1934,"House_Price_5"
1,3,4,1,2,261,4,3,3,1961,"House_Price_3"
1,3,0,3,0,736,9,2,0,2000,"House_Price_5"
1,0,2,2,4,564,6,3,3,1978,"House_Price_3"
3,3,2,2,0,531,8,2,0,2001,"House_Price_1"
6,3,2,0,0,0,5,3,3,2007,"House_Price_2"
6,3,2,0,0,0,4,3,3,1972,"House_Price_4"
1,3,4,2,0,480,6,3,2,1963,"House_Price_1"
1,0,2,2,0,393,6,2,2,2002,"House_Price_5"
5,3,4,2,2,528,6,3,2,1954,"House_Price_5"
1,3,0,3,0,774,9,0,2,2007,"House_Price_1"
1,3,2,3,0,749,8,2,2,2003,"House_Price_5"
6,3,4,0,4,0,3,3,3,1914,"House_Price_2"
1,3,4,2,4,624,6,3,3,1974,"House_Price_3"
5,3,4,2,4,484,5,3,3,1977,"House_Price_3"
5,3,2,2,0,440,6,2,2,2000,"House_Price_3"
1,3,4,2,2,484,6,3,3,1972,"House_Price_2"
1,0,4,2,4,440,6,3,3,1962,"House_Price_3"
1,0,4,1,4,286,5,3,3,1960,"House_Price_2"
2,3,4,1,0,364,6,3,3,1955,"House_Price_3"
1,0,2,2,4,504,5,3,1,1969,"House_Price_2"
1,3,4,2,4,520,6,3,3,1964,"House_Price_4"
5,3,1,1,4,240,5,3,0,1880,"House_Price_1"
1,3,2,2,0,627,8,2,2,2006,"House_Price_2"
1,3,4,2,4,544,7,3,3,1977,"House_Price_2"
1,3,4,1,4,260,5,3,3,1954,"House_Price_4"
5,3,4,2,2,576,6,3,3,1980,"House_Price_1"
6,3,4,0,0,0,6,1,1,1914,"House_Price_1"
6,3,4,0,1,0,2,1,1,1936,"House_Price_1"
3,3,4,1,4,256,5,3,2,1954,"House_Price_5"
6,3,1,0,2,0,5,3,3,1910,"House_Price_5"
1,3,2,3,0,648,8,2,0,2006,"House_Price_4"
1,0,0,2,0,588,8,0,0,2003,"House_Price_5"
1,3,2,2,0,650,7,2,2,2001,"House_Price_3"
1,3,2,2,2,538,8,2,0,1972,"House_Price_5"
1,3,4,2,0,462,5,3,3,1969,"House_Price_2"
1,3,0,3,0,478,9,0,0,2009,"House_Price_1"
5,0,4,2,4,576,6,3,3,1971,"House_Price_3"
5,3,3,2,2,420,5,3,3,1950,"House_Price_3"
1,0,4,2,0,495,6,3,3,1953,"House_Price_1"
1,3,4,2,4,442,6,3,3,1966,"House_Price_1"
6,3,2,0,2,0,4,3,3,1970,"House_Price_4"
5,3,4,1,4,296,4,3,3,1940,"House_Price_5"
1,3,2,2,0,512,7,2,2,1996,"House_Price_1"
5,3,4,1,0,216,6,3,3,1906,"House_Price_2"
1,0,2,3,0,839,8,2,2,1995,"House_Price_3"
5,3,4,1,4,264,6,3,3,1971,"House_Price_1"
1,0,4,1,0,312,5,2,2,1959,"House_Price_3"
1,3,2,1,4,270,7,3,3,1931,"House_Price_4"
1,3,4,1,4,330,6,3,3,1948,"House_Price_5"
5,3,4,2,0,480,5,3,3,1964,"House_Price_1"
1,3,2,2,4,550,7,3,3,1976,"House_Price_2"
1,1,2,3,0,711,8,2,2,1994,"House_Price_5"
1,3,1,2,2,576,6,3,3,1968,"House_Price_5"
5,3,2,2,4,588,4,3,3,1972,"House_Price_2"
1,1,0,3,0,1134,8,2,0,2005,"House_Price_4"
1,0,2,2,0,504,8,2,2,2000,"House_Price_3"
4,0,2,2,4,596,6,3,3,1965,"House_Price_2"
1,3,2,2,0,575,6,3,2,1994,"House_Price_3"
5,3,4,2,2,576,5,3,3,1956,"House_Price_1"
5,3,1,1,0,252,4,3,1,1922,"House_Price_3"
1,3,2,2,0,540,6,2,2,2005,"House_Price_5"
5,3,4,1,4,300,6,3,3,1925,"House_Price_2"
1,0,2,2,4,546,6,2,3,1977,"House_Price_3"
1,3,4,2,0,416,6,3,2,1957,"House_Price_1"
1,3,4,1,4,384,6,3,3,1965,"House_Price_1"
1,3,4,2,4,440,6,3,3,1978,"House_Price_5"
0,3,4,3,1,779,4,3,3,1900,"House_Price_2"
5,3,4,1,0,240,5,2,2,1924,"House_Price_2"
1,0,0,3,0,834,8,2,2,2008,"House_Price_3"
5,0,4,2,4,572,5,3,3,1961,"House_Price_3"
1,3,2,1,4,264,6,3,3,1980,"House_Price_5"
5,1,4,1,0,281,5,3,3,1932,"House_Price_4"
1,3,2,2,0,431,6,3,2,1996,"House_Price_4"
1,0,2,3,0,702,9,2,2,2002,"House_Price_4"
1,1,2,2,2,486,7,2,3,1998,"House_Price_3"
1,0,2,2,2,577,7,2,2,1984,"House_Price_5"
1,3,2,2,0,578,7,2,2,2007,"House_Price_4"
5,1,2,2,0,480,7,2,2,2004,"House_Price_2"
1,3,2,2,0,567,8,2,2,2007,"House_Price_5"
1,0,2,2,0,460,6,2,2,2005,"House_Price_5"
1,3,2,2,0,420,6,2,2,2004,"House_Price_1"
1,0,0,3,0,832,10,0,0,1994,"House_Price_2"
1,0,2,2,0,628,7,2,2,1989,"House_Price_3"
5,3,4,1,0,326,5,3,3,1921,"House_Price_1"
5,3,4,2,4,576,5,3,3,1936,"House_Price_1"
1,0,2,2,2,551,6,3,2,1987,"House_Price_2"
5,3,4,1,2,205,5,3,3,1921,"House_Price_4"
5,0,0,1,1,308,5,3,3,1952,"House_Price_5"
5,3,4,1,0,336,5,3,3,1965,"House_Price_2"
1,1,2,2,0,530,7,2,2,2004,"House_Price_5"
1,3,0,3,0,765,8,2,2,2002,"House_Price_2"
1,3,4,2,4,528,7,3,3,1969,"House_Price_4"
3,0,0,3,0,666,8,0,0,2006,"House_Price_1"
5,3,2,2,2,672,5,3,2,1900,"House_Price_5"
1,3,2,2,0,606,7,2,2,2004,"House_Price_5"
6,3,3,0,1,0,4,1,1,1930,"House_Price_4"
1,1,2,2,4,739,7,3,2,1971,"House_Price_1"
1,3,2,2,0,550,8,2,2,2006,"House_Price_1"
1,0,2,2,0,400,7,2,2,2007,"House_Price_1"
1,0,4,1,4,408,5,3,3,1966,"House_Price_4"
6,0,4,0,2,0,3,2,3,1935,"House_Price_2"
5,3,4,1,2,384,4,3,3,1900,"House_Price_2"
1,0,2,2,2,472,8,2,2,1988,"House_Price_3"
5,3,4,2,4,576,4,3,3,1970,"House_Price_3"
1,0,4,2,0,475,6,2,2,1976,"House_Price_3"
1,3,2,2,4,478,6,3,3,1974,"House_Price_5"
5,3,4,2,0,704,7,3,3,1890,"House_Price_2"
1,3,2,2,2,439,5,3,2,1973,"House_Price_5"
1,3,2,3,0,983,7,2,2,1993,"House_Price_2"
1,0,2,1,4,300,5,3,3,1969,"House_Price_2"
1,0,2,2,4,564,8,2,2,1985,"House_Price_2"
1,3,2,2,0,420,6,2,2,2004,"House_Price_5"
5,3,4,2,0,463,4,3,3,1970,"House_Price_1"
5,3,4,1,0,548,4,3,3,1954,"House_Price_4"
1,0,0,3,0,768,9,0,0,2007,"House_Price_4"
5,3,4,2,4,660,4,3,2,1970,"House_Price_1"
1,0,2,2,0,540,6,2,2,1988,"House_Price_1"
1,3,2,2,0,632,7,2,2,2007,"House_Price_5"
5,3,4,3,4,888,5,3,3,1958,"House_Price_4"
5,3,4,2,4,539,4,3,3,1925,"House_Price_4"
1,0,2,2,0,608,8,2,2,1995,"House_Price_2"
1,0,0,2,0,438,7,2,2,2003,"House_Price_1"
1,0,2,2,0,541,7,2,2,1998,"House_Price_3"
1,3,4,1,0,264,5,3,3,1961,"House_Price_1"
1,0,4,1,4,300,5,3,3,1968,"House_Price_5"
5,3,2,2,1,320,7,3,3,1914,"House_Price_4"
5,3,3,2,2,400,3,3,3,1950,"House_Price_4"
1,0,2,3,0,800,8,2,2,2005,"House_Price_2"
6,3,2,0,4,0,5,3,3,1987,"House_Price_2"
1,0,2,2,0,572,7,2,2,2004,"House_Price_4"
5,3,1,2,0,360,5,3,3,1910,"House_Price_3"
5,0,4,1,2,288,6,3,2,1961,"House_Price_4"
1,3,2,2,0,539,7,3,3,2000,"House_Price_5"
1,0,2,2,0,480,5,3,3,1963,"House_Price_5"
1,0,2,2,2,462,8,2,2,1993,"House_Price_5"
3,0,4,2,0,831,8,0,2,1976,"House_Price_5"
3,0,2,2,0,554,7,2,2,2000,"House_Price_1"
5,0,4,4,4,864,7,2,2,1880,"House_Price_1"
1,0,2,2,0,527,7,2,2,1996,"House_Price_3"
5,3,3,1,4,240,4,3,3,1945,"House_Price_4"
6,3,4,0,2,0,4,3,3,1910,"House_Price_5"
1,3,2,2,0,400,7,2,2,2003,"House_Price_3"
1,0,2,2,0,576,6,3,2,1997,"House_Price_3"
1,3,2,3,2,878,8,2,0,2005,"House_Price_4"
5,3,4,2,2,440,6,3,2,1969,"House_Price_3"
5,3,2,2,2,440,6,3,3,1999,"House_Price_4"
1,0,2,2,0,578,8,2,2,2007,"House_Price_5"
1,0,4,2,4,440,6,3,3,1978,"House_Price_2"
5,3,2,2,2,440,7,3,3,1999,"House_Price_1"
1,0,2,3,0,752,8,2,2,1995,"House_Price_4"
5,3,4,1,0,300,6,3,3,1959,"House_Price_5"
5,3,4,2,4,440,5,3,1,1924,"House_Price_5"
1,3,2,2,0,614,7,3,2,2009,"House_Price_5"
1,3,2,3,0,856,8,2,2,1999,"House_Price_4"
1,0,2,2,0,481,8,2,0,1995,"House_Price_3"
1,0,2,2,0,592,9,2,0,2008,"House_Price_4"
1,3,2,2,4,496,7,3,3,1988,"House_Price_5"
1,0,2,1,0,423,6,3,3,1940,"House_Price_2"
1,3,2,2,0,484,7,2,2,2004,"House_Price_1"
3,1,2,3,0,841,8,0,0,2003,"House_Price_1"
5,0,2,2,4,576,5,3,3,1982,"House_Price_1"
5,3,1,2,4,396,4,3,3,1951,"House_Price_5"
5,3,4,2,4,672,6,3,3,1976,"House_Price_3"
1,3,4,1,0,275,5,3,3,1958,"House_Price_4"
1,3,2,3,2,895,8,2,2,2006,"House_Price_2"
1,3,0,2,0,412,6,3,3,1998,"House_Price_2"
1,0,2,3,0,865,7,2,2,2005,"House_Price_2"
1,0,4,2,4,440,5,3,3,1974,"House_Price_3"
5,3,3,2,4,630,5,3,3,1977,"House_Price_3"
1,3,2,2,4,504,6,3,3,1977,"House_Price_4"
1,3,2,2,2,402,7,3,3,1995,"House_Price_3"
1,3,2,2,0,484,6,2,2,1992,"House_Price_2"
1,1,2,2,0,605,7,2,2,2001,"House_Price_3"
1,0,2,2,0,602,5,3,2,1978,"House_Price_2"
6,3,4,0,0,0,6,3,3,1914,"House_Price_5"
1,3,4,2,4,457,6,3,3,1967,"House_Price_1"
5,3,1,1,4,416,5,3,3,1915,"House_Price_4"
3,0,2,2,0,618,7,2,2,2004,"House_Price_3"
5,3,4,1,0,281,4,3,3,1954,"House_Price_2"
1,0,4,2,2,444,6,3,2,1966,"House_Price_5"
1,3,2,2,0,397,7,2,2,2005,"House_Price_4"
1,0,2,2,4,539,6,3,3,1976,"House_Price_4"
1,0,2,2,0,455,7,2,3,1996,"House_Price_3"
1,3,2,2,0,474,8,2,2,2007,"House_Price_2"
1,0,2,2,0,409,7,2,2,1994,"House_Price_1"
1,3,2,2,4,476,6,3,3,1980,"House_Price_5"
1,3,4,2,0,528,6,3,3,1977,"House_Price_3"
1,3,4,1,2,240,5,3,3,1953,"House_Price_4"
3,3,0,3,0,820,9,0,0,2008,"House_Price_1"
5,3,2,1,0,240,5,3,2,1937,"House_Price_4"
1,0,2,2,2,603,6,3,2,1997,"House_Price_5"
5,3,4,2,0,440,4,3,3,1916,"House_Price_1"
1,3,2,2,0,410,7,2,2,2005,"House_Price_4"
3,3,0,3,0,1020,9,0,0,2008,"House_Price_2"
1,3,4,1,4,286,5,3,3,1954,"House_Price_4"
1,0,2,2,0,554,7,2,0,2008,"House_Price_3"
1,3,4,1,2,384,5,3,3,1967,"House_Price_1"
1,3,4,2,0,528,5,3,2,1923,"House_Price_4"
1,3,4,2,4,484,5,3,3,1966,"House_Price_2"
5,3,4,2,4,360,5,3,3,1898,"House_Price_1"
1,3,4,2,1,484,6,3,2,1974,"House_Price_3"
1,3,2,2,0,420,6,2,2,2004,"House_Price_1"
2,3,4,2,4,504,5,1,1,1952,"House_Price_4"
1,3,4,1,2,301,6,3,3,1958,"House_Price_2"
5,3,4,1,2,280,5,3,1,1918,"House_Price_5"
1,1,2,2,0,598,7,3,2,1998,"House_Price_3"
1,0,4,1,2,275,5,3,3,1954,"House_Price_4"
1,0,2,3,0,857,8,2,2,2002,"House_Price_4"
1,3,4,2,2,440,6,3,3,1971,"House_Price_1"
1,0,2,2,0,484,7,2,2,2009,"House_Price_4"
1,0,2,2,0,595,7,2,2,2003,"House_Price_2"
5,3,1,2,4,576,4,1,3,1953,"House_Price_5"
3,0,2,2,0,433,7,2,2,2003,"House_Price_5"
5,3,4,1,4,240,6,3,3,1940,"House_Price_1"
1,3,2,2,0,776,8,2,2,2006,"House_Price_4"
1,3,0,3,0,1220,10,0,0,2007,"House_Price_4"
6,3,4,0,2,0,5,3,2,1924,"House_Price_3"
1,0,2,2,0,527,7,2,2,2001,"House_Price_3"
1,1,4,2,4,538,5,3,3,1967,"House_Price_3"
5,3,2,2,0,480,7,2,2,2005,"House_Price_5"
1,0,4,2,4,458,6,3,3,1957,"House_Price_3"
5,3,2,2,0,480,7,3,2,2005,"House_Price_2"
1,0,2,2,0,613,7,2,2,2003,"House_Price_2"
1,3,4,2,4,472,6,3,3,1964,"House_Price_3"
1,3,4,2,2,456,5,3,3,1961,"House_Price_1"
1,3,2,2,4,436,4,3,2,1950,"House_Price_2"
5,3,4,2,2,812,5,3,3,1948,"House_Price_2"
5,3,4,1,4,264,6,3,3,1973,"House_Price_2"
1,3,2,1,0,352,5,3,2,1995,"House_Price_3"
5,3,4,1,0,240,5,3,3,1946,"House_Price_3"
5,0,4,1,4,400,6,3,1,1925,"House_Price_2"
5,3,4,2,2,686,5,3,2,1904,"House_Price_3"
1,3,4,2,4,490,6,3,3,1966,"House_Price_3"
6,3,4,0,0,0,5,3,3,1961,"House_Price_4"
5,0,4,3,2,720,5,3,3,1915,"House_Price_2"
2,0,2,2,4,611,5,3,3,1975,"House_Price_5"
1,3,2,2,0,425,7,2,2,1993,"House_Price_4"
1,0,4,1,0,338,5,3,3,1972,"House_Price_2"
5,1,4,2,4,360,6,3,3,1908,"House_Price_4"
1,3,4,2,0,512,6,2,3,1976,"House_Price_3"
1,3,2,2,0,420,6,2,2,2003,"House_Price_3"
1,3,2,2,0,400,8,2,2,2003,"House_Price_3"
5,3,4,1,2,240,7,3,3,1941,"House_Price_2"
1,0,4,2,4,645,6,3,3,1964,"House_Price_3"
1,3,4,2,4,454,5,3,3,1955,"House_Price_3"
5,0,4,1,0,260,5,3,3,1962,"House_Price_3"
5,0,2,2,4,576,6,3,3,1978,"House_Price_5"
1,3,2,2,2,343,6,3,3,1994,"House_Price_4"
1,3,2,2,4,479,7,3,3,1976,"House_Price_2"
1,0,4,2,4,619,6,3,2,1968,"House_Price_3"
5,3,4,1,2,216,7,2,2,1918,"House_Price_2"
1,3,4,2,0,504,5,3,3,1965,"House_Price_5"
1,3,2,2,4,480,6,3,3,1984,"House_Price_3"
1,3,4,1,4,672,5,3,3,1959,"House_Price_5"
1,3,0,2,0,529,7,2,2,2007,"House_Price_2"
5,0,4,2,4,902,5,3,3,1970,"House_Price_3"
1,0,2,3,0,870,8,2,2,2006,"House_Price_5"
1,3,4,2,4,544,4,3,1,1961,"House_Price_1"
1,1,3,2,2,672,5,3,3,1948,"House_Price_4"
1,3,2,2,0,574,7,2,2,1993,"House_Price_1"
5,3,4,1,2,308,5,3,3,1962,"House_Price_2"
1,3,2,2,0,523,6,3,2,1998,"House_Price_1"
1,3,4,2,2,414,5,2,2,1953,"House_Price_5"
1,3,4,1,2,288,5,2,3,1949,"House_Price_2"
5,3,4,1,0,200,5,3,3,1941,"House_Price_5"
3,3,2,2,0,550,8,2,0,2007,"House_Price_3"
1,3,4,2,2,648,4,3,3,1963,"House_Price_2"
1,3,0,3,0,738,9,2,0,2004,"House_Price_3"
5,0,4,2,4,576,5,3,2,1961,"House_Price_4"
1,0,4,1,0,336,5,2,3,1978,"House_Price_3"
1,3,0,2,2,450,5,3,3,2005,"House_Price_1"
1,0,2,2,0,400,7,2,2,1990,"House_Price_1"
3,0,2,2,2,389,6,3,3,1992,"House_Price_5"
5,3,4,1,4,440,4,2,3,1912,"House_Price_2"
1,3,4,1,4,288,5,3,3,1967,"House_Price_2"
1,0,0,2,0,506,9,2,2,1999,"House_Price_5"
1,3,4,2,0,588,5,3,3,1959,"House_Price_3"
1,0,4,1,4,300,5,3,3,1955,"House_Price_1"
1,0,4,2,0,621,8,2,2,1970,"House_Price_3"
1,3,4,2,0,505,6,3,3,1953,"House_Price_3"
5,3,4,2,0,576,5,3,3,1949,"House_Price_3"
1,3,4,2,2,440,6,3,3,1978,"House_Price_1"
1,3,4,1,4,264,6,3,3,1963,"House_Price_2"
1,3,2,1,4,354,5,3,3,1954,"House_Price_1"
1,3,3,2,4,400,5,3,3,1979,"House_Price_2"
1,3,4,2,4,483,6,3,3,1963,"House_Price_5"
5,3,4,1,0,327,4,3,3,1936,"House_Price_2"
5,3,3,2,4,528,5,3,3,1979,"House_Price_1"
1,0,0,3,0,820,9,0,0,2009,"House_Price_3"
1,3,4,1,4,288,5,3,3,1961,"House_Price_4"
5,0,4,1,4,684,4,3,3,1971,"House_Price_5"
5,0,4,1,4,756,5,3,3,1957,"House_Price_2"
1,3,2,2,0,393,7,2,2,2003,"House_Price_2"
1,0,2,3,0,690,7,2,2,2006,"House_Price_5"
1,0,4,1,4,288,5,3,3,1967,"House_Price_5"
1,3,4,1,4,280,5,3,3,1954,"House_Price_2"
1,0,2,3,0,865,8,2,2,2006,"House_Price_3"
1,0,2,1,2,180,7,2,2,1936,"House_Price_3"
1,0,2,2,4,484,5,3,3,1983,"House_Price_2"
1,1,2,2,0,390,6,2,2,2005,"House_Price_1"
5,3,4,2,4,480,5,3,3,1960,"House_Price_2"
5,0,2,1,4,252,5,3,2,1977,"House_Price_3"
5,3,4,1,4,450,5,3,3,1925,"House_Price_1"
0,3,4,3,4,871,5,3,3,1949,"House_Price_1"
5,3,2,2,0,528,6,2,2,2009,"House_Price_2"
1,3,4,1,1,286,4,3,3,1970,"House_Price_5"
5,3,4,1,4,308,2,3,3,1949,"House_Price_3"
1,3,4,1,0,284,4,3,3,1956,"House_Price_4"
